audio_path	transcript	phoneme_transcript
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_150.wav	điều này rất khó thực hiện bởi số lượng nhà ở các dự án phân lô quá lớn	d#ie2#w2#_2# n#a_X2#j2#_2# z#7_X5b#t5b#_5b# x#O5a#_5a# t_h#M6b#k6b#_6b# h#ie6a#n6a#_6a# b#73#j3#_3# s#o5a#_5a# l#M76a#N6a#_6a# J#a2#_2# 73#_3# k#a5b#k5b#_5b# z#M6a#_6a# a5a#n5a#_5a# f#7_X1#n1#_1# l#o1#_1# k#wp5a#a5a#_5a# l#75a#n5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_151.wav	ngày xưa khi còn đi học tôi và bạn tôi chỉ nghĩ đánh nhau là chuyện của mấy đứa lưu manh học dốt của trường	N#a_X2#j2#_2# s#M71#_1# x#i1#_1# k#O2#n2#_2# d#i1#_1# h#O_X6b#kp6b#_6b# t#o1#j1#_1# v#a2#_2# b#a6a#n6a#_6a# t#o1#j1#_1# ts#i3#_3# N#i4#_4# d#E_X5a#J5a#_5a# J#a_X1#w1#_1# l#a2#_2# ts#wp6a#ie6a#n6a#_6a# k#uo3#_3# m#7_X5a#j5a#_5a# d#M75a#_5a# l#M1#w1#_1# m#E_X1#J1#_1# h#O_X6b#kp6b#_6b# z#o5b#t5b#_5b# k#uo3#_3# ts#M72#N2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_152.wav	muốn tìm hàng độc nước nào niên đại bao nhiêu cứ đặt trước tại đây từ nửa tháng đến một tháng	m#uo5a#n5a#_5a# t#i2#m2#_2# h#a2#N2#_2# d#o6b#kp6b#_6b# n#M75b#k5b#_5b# n#a2#w2#_2# n#ie1#n1#_1# d#a6a#j6a#_6a# b#a1#w1#_1# J#ie1#w1#_1# k#M5a#_5a# d#a_X6b#t6b#_6b# ts#M75b#k5b#_5b# t#a6a#j6a#_6a# d#7_X1#j1#_1# t#M2#_2# n#M73#_3# t_h#a5a#N5a#_5a# d#e5a#n5a#_5a# m#o6b#t6b#_6b# t_h#a5a#N5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_153.wav	tối hôm đó chúng tôi đã mở tiệc và chúng tôi cũng đã đến nhà thờ vào ngày chủ nhật	t#o5a#j5a#_5a# h#o1#m1#_1# d#O5a#_5a# ts#u5a#Nm5a#_5a# t#o1#j1#_1# d#a4#_4# m#73#_3# t#ie6b#k6b#_6b# v#a2#_2# ts#u5a#Nm5a#_5a# t#o1#j1#_1# k#u4#Nm4#_4# d#a4#_4# d#e5a#n5a#_5a# J#a2#_2# t_h#72#_2# v#a2#w2#_2# N#a_X2#j2#_2# ts#u3#_3# J#7_X6b#t6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_154.wav	bộ trưởng có những giải pháp cụ thể gì để khắc phục chấn chỉnh những cuộc thi hoa hậu tràn lan như hiện nay	b#o6a#_6a# ts#M73#N3#_3# k#O5a#_5a# J#M4#N4#_4# z#a3#j3#_3# f#a5b#p5b#_5b# k#u6a#_6a# t_h#e3#_3# z#i2#_2# d#e3#_3# x#a_X5b#k5b#_5b# f#u6b#kp6b#_6b# ts#7_X5a#n5a#_5a# ts#i3#J3#_3# J#M4#N4#_4# k#uo6b#k6b#_6b# t_h#i1#_1# h#wp1#a1#_1# h#7_X6a#w6a#_6a# ts#a2#n2#_2# l#a1#n1#_1# J#M1#_1# h#ie6a#n6a#_6a# n#a_X1#j1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_155.wav	được biết gần một năm nay đã có hai đơn vị nghiên cứu xây dựng cầu vượt hàng xanh và đưa ra nhiều phương án xây dựng cầu	d#M76b#k6b#_6b# b#ie5b#t5b#_5b# G#7_X2#n2#_2# m#o6b#t6b#_6b# n#a_X1#m1#_1# n#a_X1#j1#_1# d#a4#_4# k#O5a#_5a# h#a1#j1#_1# d#71#n1#_1# v#i6a#_6a# N#ie1#n1#_1# k#M5a#w5a#_5a# s#7_X1#j1#_1# z#M6a#N6a#_6a# k#7_X2#w2#_2# v#M76b#t6b#_6b# h#a2#N2#_2# s#E_X1#J1#_1# v#a2#_2# d#M71#_1# z#a1#_1# J#ie2#w2#_2# f#M71#N1#_1# a5a#n5a#_5a# s#7_X1#j1#_1# z#M6a#N6a#_6a# k#7_X2#w2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_156.wav	cái phụ một là giáo dục nhà trường vì ở trường chắc chắn trẻ con không dám vất giấy bừa bãi	k#a5a#j5a#_5a# f#u6a#_6a# m#o6b#t6b#_6b# l#a2#_2# z#a5a#w5a#_5a# z#u6b#kp6b#_6b# J#a2#_2# ts#M72#N2#_2# v#i2#_2# 73#_3# ts#M72#N2#_2# ts#a_X5b#k5b#_5b# ts#a_X5a#n5a#_5a# ts#E3#_3# k#O1#n1#_1# x#o1#Nm1#_1# z#a5a#m5a#_5a# v#7_X5b#t5b#_5b# z#7_X5a#j5a#_5a# b#M72#_2# b#a4#j4#_4#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_157.wav	để bảo vệ khu tháp những người có trách nhiệm đã dùng các thanh sắt chống đỡ và cho xây dựng mái che bằng tôn phía trên	d#e3#_3# b#a3#w3#_3# v#e6a#_6a# x#u1#_1# t_h#a5b#p5b#_5b# J#M4#N4#_4# N#M72#j2#_2# k#O5a#_5a# ts#E_X5b#k5b#_5b# J#ie6a#m6a#_6a# d#a4#_4# z#u2#Nm2#_2# k#a5b#k5b#_5b# t_h#E_X1#J1#_1# s#a_X5b#t5b#_5b# ts#o5a#Nm5a#_5a# d#74#_4# v#a2#_2# ts#O1#_1# s#7_X1#j1#_1# z#M6a#N6a#_6a# m#a5a#j5a#_5a# ts#E1#_1# b#a_X2#N2#_2# t#o1#n1#_1# f#ie5a#_5a# ts#e1#n1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_158.wav	ở nước ngoài những người chơi thể thao giỏi được xã hội tôn trọng được các trường đại học danh tiếng giành nhau trao học bổng	73#_3# n#M75b#k5b#_5b# N#wp2#a2#j2#_2# J#M4#N4#_4# N#M72#j2#_2# ts#71#j1#_1# t_h#e3#_3# t_h#a1#w1#_1# z#O3#j3#_3# d#M76b#k6b#_6b# s#a4#_4# h#o6a#j6a#_6a# t#o1#n1#_1# ts#O_X6a#Nm6a#_6a# d#M76b#k6b#_6b# k#a5b#k5b#_5b# ts#M72#N2#_2# d#a6a#j6a#_6a# h#O_X6b#kp6b#_6b# z#E_X1#J1#_1# t#ie5a#N5a#_5a# z#E_X2#J2#_2# J#a_X1#w1#_1# ts#a1#w1#_1# h#O_X6b#kp6b#_6b# b#o3#Nm3#_3#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_159.wav	riêng bà diệu dẫn dắt từ quê thì có tiền công giới thiệu lao động trẻ	z#ie1#N1#_1# b#a2#_2# z#ie6a#w6a#_6a# z#7_X4#n4#_4# z#a_X5b#t5b#_5b# t#M2#_2# k#wp1#e1#_1# t_h#i2#_2# k#O5a#_5a# t#ie2#n2#_2# k#o1#Nm1#_1# z#75a#j5a#_5a# t_h#ie6a#w6a#_6a# l#a1#w1#_1# d#o6a#Nm6a#_6a# ts#E3#_3#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_160.wav	theo qui định việc chế tạo những thiết bị có nguồn nguy hiểm cao như xe gắn máy xe hơi tàu thuyền máy bay	t_h#E1#w1#_1# k#wp1#i1#_1# d#i6a#J6a#_6a# v#ie6b#k6b#_6b# ts#e5a#_5a# t#a6a#w6a#_6a# J#M4#N4#_4# t_h#ie5b#t5b#_5b# b#i6a#_6a# k#O5a#_5a# N#uo2#n2#_2# N#wp1#i1#_1# h#ie3#m3#_3# k#a1#w1#_1# J#M1#_1# s#E1#_1# G#a_X5a#n5a#_5a# m#a_X5a#j5a#_5a# s#E1#_1# h#71#j1#_1# t#a_X2#w2#_2# t_h#wp2#ie2#n2#_2# m#a_X5a#j5a#_5a# b#a_X1#j1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_162.wav	có khi là cả một chuyên đề nhiều kỳ về cách tạo dựng ý thức giá trị bản thân cho bạn trẻ	k#O5a#_5a# x#i1#_1# l#a2#_2# k#a3#_3# m#o6b#t6b#_6b# ts#wp1#ie1#n1#_1# d#e2#_2# J#ie2#w2#_2# k#i2#_2# v#e2#_2# k#E_X5b#k5b#_5b# t#a6a#w6a#_6a# z#M6a#N6a#_6a# i5a#_5a# t_h#M5b#k5b#_5b# z#a5a#_5a# ts#i6a#_6a# b#a3#n3#_3# t_h#7_X1#n1#_1# ts#O1#_1# b#a6a#n6a#_6a# ts#E3#_3#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_163.wav	ẩn chẳng hiểu vì sao ông chào trịnh trọng lại còn không muốn cho anh mướn xích lô nữa	7_X3#n3#_3# ts#a_X3#N3#_3# h#ie3#w3#_3# v#i2#_2# s#a1#w1#_1# o1#Nm1#_1# ts#a2#w2#_2# ts#i6a#J6a#_6a# ts#O_X6a#Nm6a#_6a# l#a6a#j6a#_6a# k#O2#n2#_2# x#o1#Nm1#_1# m#uo5a#n5a#_5a# ts#O1#_1# E_X1#J1#_1# m#M75a#n5a#_5a# s#i5b#k5b#_5b# l#o1#_1# n#M74#_4#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_164.wav	trong đó thi đua thực hiện công tác cải cách hành chính được ông nhấn mạnh	ts#O_X1#Nm1#_1# d#O5a#_5a# t_h#i1#_1# d#uo1#_1# t_h#M6b#k6b#_6b# h#ie6a#n6a#_6a# k#o1#Nm1#_1# t#a5b#k5b#_5b# k#a3#j3#_3# k#E_X5b#k5b#_5b# h#E_X2#J2#_2# ts#i5a#J5a#_5a# d#M76b#k6b#_6b# o1#Nm1#_1# J#7_X5a#n5a#_5a# m#E_X6a#J6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_165.wav	trong trường hợp hai bên có thỏa thuận lại không yêu cầu trọng tài giải quyết nữa thì có quyền kiện ra tòa án	ts#O_X1#Nm1#_1# ts#M72#N2#_2# h#76b#p6b#_6b# h#a1#j1#_1# b#e1#n1#_1# k#O5a#_5a# t_h#wp3#a3#_3# t_h#wp6a#7_X6a#n6a#_6a# l#a6a#j6a#_6a# x#o1#Nm1#_1# ie1#w1#_1# k#7_X2#w2#_2# ts#O_X6a#Nm6a#_6a# t#a2#j2#_2# z#a3#j3#_3# k#wp5b#ie5b#t5b#_5b# n#M74#_4# t_h#i2#_2# k#O5a#_5a# k#wp2#ie2#n2#_2# k#ie6a#n6a#_6a# z#a1#_1# t#wp2#a2#_2# a5a#n5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_166.wav	cung đã đủ cầu nhưng dường như cầu đã bắt đầu xuất hiện dấu hiệu ảo	k#u1#Nm1#_1# d#a4#_4# d#u3#_3# k#7_X2#w2#_2# J#M1#N1#_1# z#M72#N2#_2# J#M1#_1# k#7_X2#w2#_2# d#a4#_4# b#a_X5b#t5b#_5b# d#7_X2#w2#_2# s#wp5b#7_X5b#t5b#_5b# h#ie6a#n6a#_6a# z#7_X5a#w5a#_5a# h#ie6a#w6a#_6a# a3#w3#_3#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_167.wav	thôi thì mỗi tháng mất một ít tiền cho con thử sức một chút chẳng đáng là bao chị cười méo xệch	t_h#o1#j1#_1# t_h#i2#_2# m#o4#j4#_4# t_h#a5a#N5a#_5a# m#7_X5b#t5b#_5b# m#o6b#t6b#_6b# i5b#t5b#_5b# t#ie2#n2#_2# ts#O1#_1# k#O1#n1#_1# t_h#M3#_3# s#M5b#k5b#_5b# m#o6b#t6b#_6b# ts#u5b#t5b#_5b# ts#a_X3#N3#_3# d#a5a#N5a#_5a# l#a2#_2# b#a1#w1#_1# ts#i6a#_6a# k#M72#j2#_2# m#E5a#w5a#_5a# s#e6b#k6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_168.wav	tôi thấy mình cứ béo lên và tự đi ra hiệu thuốc gần đó mua một liều thuốc uống để đi nhiều cho bớt mập	t#o1#j1#_1# t_h#7_X5a#j5a#_5a# m#i2#J2#_2# k#M5a#_5a# b#E5a#w5a#_5a# l#e1#n1#_1# v#a2#_2# t#M6a#_6a# d#i1#_1# z#a1#_1# h#ie6a#w6a#_6a# t_h#uo5b#k5b#_5b# G#7_X2#n2#_2# d#O5a#_5a# m#uo1#_1# m#o6b#t6b#_6b# l#ie2#w2#_2# t_h#uo5b#k5b#_5b# uo5a#N5a#_5a# d#e3#_3# d#i1#_1# J#ie2#w2#_2# ts#O1#_1# b#75b#t5b#_5b# m#7_X6b#p6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_169.wav	tôi định hỏi anh người đàn ông yêu hoa thiên điểu liệu có đáng tin cậy không	t#o1#j1#_1# d#i6a#J6a#_6a# h#O3#j3#_3# E_X1#J1#_1# N#M72#j2#_2# d#a2#n2#_2# o1#Nm1#_1# ie1#w1#_1# h#wp1#a1#_1# t_h#ie1#n1#_1# d#ie3#w3#_3# l#ie6a#w6a#_6a# k#O5a#_5a# d#a5a#N5a#_5a# t#i1#n1#_1# k#7_X6a#j6a#_6a# x#o1#Nm1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_170.wav	đúng là bây giờ mới thấy chất lượng có vấn đề chứ lúc đầu mới tới ở bà con thích lắm	d#u5a#Nm5a#_5a# l#a2#_2# b#7_X1#j1#_1# z#72#_2# m#75a#j5a#_5a# t_h#7_X5a#j5a#_5a# ts#7_X5b#t5b#_5b# l#M76a#N6a#_6a# k#O5a#_5a# v#7_X5a#n5a#_5a# d#e2#_2# ts#M5a#_5a# l#u5b#kp5b#_5b# d#7_X2#w2#_2# m#75a#j5a#_5a# t#75a#j5a#_5a# 73#_3# b#a2#_2# k#O1#n1#_1# t_h#i5b#k5b#_5b# l#a_X5a#m5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_171.wav	câu nhận xét khá đau của ông vinh chẳng khác nào lời khích tướng với cầu thủ gạch đồng tâm	k#7_X1#w1#_1# J#7_X6a#n6a#_6a# s#E5b#t5b#_5b# x#a5a#_5a# d#a_X1#w1#_1# k#uo3#_3# o1#Nm1#_1# v#i1#J1#_1# ts#a_X3#N3#_3# x#a5b#k5b#_5b# n#a2#w2#_2# l#72#j2#_2# x#i5b#k5b#_5b# t#M75a#N5a#_5a# v#75a#j5a#_5a# k#7_X2#w2#_2# t_h#u3#_3# G#E_X6b#k6b#_6b# d#o2#Nm2#_2# t#7_X1#m1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_172.wav	vậy mà nhiều khi tôi vẫn có cảm giác rất nhớ mẹ mình mới lạ	v#7_X6a#j6a#_6a# m#a2#_2# J#ie2#w2#_2# x#i1#_1# t#o1#j1#_1# v#7_X4#n4#_4# k#O5a#_5a# k#a3#m3#_3# z#a5b#k5b#_5b# z#7_X5b#t5b#_5b# J#75a#_5a# m#E6a#_6a# m#i2#J2#_2# m#75a#j5a#_5a# l#a6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_173.wav	nếu ai có bất cứ thông tin gì về cháu vui lòng liên lạc với cơ quan chức năng ngay lập tức	n#e5a#w5a#_5a# a1#j1#_1# k#O5a#_5a# b#7_X5b#t5b#_5b# k#M5a#_5a# t_h#o1#Nm1#_1# t#i1#n1#_1# z#i2#_2# v#e2#_2# ts#a_X5a#w5a#_5a# v#u1#j1#_1# l#O_X2#Nm2#_2# l#ie1#n1#_1# l#a6b#k6b#_6b# v#75a#j5a#_5a# k#71#_1# k#wp1#a1#n1#_1# ts#M5b#k5b#_5b# n#a_X1#N1#_1# N#a_X1#j1#_1# l#7_X6b#p6b#_6b# t#M5b#k5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_174.wav	thế mà nhiều người tay vẫn phe phẩy chiếc quạt giấy vì đã ba ngày nay trời hà nội cô đặc không một ngọn gió	t_h#e5a#_5a# m#a2#_2# J#ie2#w2#_2# N#M72#j2#_2# t#a_X1#j1#_1# v#7_X4#n4#_4# f#E1#_1# f#7_X3#j3#_3# ts#ie5b#k5b#_5b# k#wp6b#a6b#t6b#_6b# z#7_X5a#j5a#_5a# v#i2#_2# d#a4#_4# b#a1#_1# N#a_X2#j2#_2# n#a_X1#j1#_1# ts#72#j2#_2# h#a2#_2# n#o6a#j6a#_6a# k#o1#_1# d#a_X6b#k6b#_6b# x#o1#Nm1#_1# m#o6b#t6b#_6b# N#O6a#n6a#_6a# z#O5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_175.wav	đồng chí tổng bí thư nông đức mạnh chủ trì phát biểu khai mạc và bế mạc hội nghị	d#o2#Nm2#_2# ts#i5a#_5a# t#o3#Nm3#_3# b#i5a#_5a# t_h#M1#_1# n#o1#Nm1#_1# d#M5b#k5b#_5b# m#E_X6a#J6a#_6a# ts#u3#_3# ts#i2#_2# f#a5b#t5b#_5b# b#ie3#w3#_3# x#a1#j1#_1# m#a6b#k6b#_6b# v#a2#_2# b#e5a#_5a# m#a6b#k6b#_6b# h#o6a#j6a#_6a# N#i6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_176.wav	và dĩ nhiên những đứa trẻ ngồi trên những chiếc xe chạy ngược chiều ấy sẽ mặc nhiên hiểu rằng đi ngược chiều là chuyện bình thường	v#a2#_2# z#i4#_4# J#ie1#n1#_1# J#M4#N4#_4# d#M75a#_5a# ts#E3#_3# N#o2#j2#_2# ts#e1#n1#_1# J#M4#N4#_4# ts#ie5b#k5b#_5b# s#E1#_1# ts#a_X6a#j6a#_6a# N#M76b#k6b#_6b# ts#ie2#w2#_2# 7_X5a#j5a#_5a# s#E4#_4# m#a_X6b#k6b#_6b# J#ie1#n1#_1# h#ie3#w3#_3# z#a_X2#N2#_2# d#i1#_1# N#M76b#k6b#_6b# ts#ie2#w2#_2# l#a2#_2# ts#wp6a#ie6a#n6a#_6a# b#i2#J2#_2# t_h#M72#N2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_177.wav	bây giờ giữa phố tìm một mầm xanh một giọt vàng mong manh mang tên màu hoa dại ấy sao thật khó	b#7_X1#j1#_1# z#72#_2# z#M74#_4# f#o5a#_5a# t#i2#m2#_2# m#o6b#t6b#_6b# m#7_X2#m2#_2# s#E_X1#J1#_1# m#o6b#t6b#_6b# z#O6b#t6b#_6b# v#a2#N2#_2# m#O_X1#Nm1#_1# m#E_X1#J1#_1# m#a1#N1#_1# t#e1#n1#_1# m#a_X2#w2#_2# h#wp1#a1#_1# z#a6a#j6a#_6a# 7_X5a#j5a#_5a# s#a1#w1#_1# t_h#7_X6b#t6b#_6b# x#O5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_178.wav	điều này giúp chồng bạn gián tiếp khoe với bạn mình ở nhà vợ tớ cũng đẹp và không lôi thôi cầu kỳ đâu nhé	d#ie2#w2#_2# n#a_X2#j2#_2# z#u5b#p5b#_5b# ts#o2#Nm2#_2# b#a6a#n6a#_6a# z#a5a#n5a#_5a# t#ie5b#p5b#_5b# x#wp1#E1#_1# v#75a#j5a#_5a# b#a6a#n6a#_6a# m#i2#J2#_2# 73#_3# J#a2#_2# v#76a#_6a# t#75a#_5a# k#u4#Nm4#_4# d#E6b#p6b#_6b# v#a2#_2# x#o1#Nm1#_1# l#o1#j1#_1# t_h#o1#j1#_1# k#7_X2#w2#_2# k#i2#_2# d#7_X1#w1#_1# J#E5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_179.wav	ông ta chỉ tay vào tôi tôi làm bộ vào một vai trong vở kịch	o1#Nm1#_1# t#a1#_1# ts#i3#_3# t#a_X1#j1#_1# v#a2#w2#_2# t#o1#j1#_1# t#o1#j1#_1# l#a2#m2#_2# b#o6a#_6a# v#a2#w2#_2# m#o6b#t6b#_6b# v#a1#j1#_1# ts#O_X1#Nm1#_1# v#73#_3# k#i6b#k6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_180.wav	chiếc xe chạy về phía một ngôi làng định cư cũ của hiệp đức bây giờ gọi là tân an thuộc huyện hiệp đức	ts#ie5b#k5b#_5b# s#E1#_1# ts#a_X6a#j6a#_6a# v#e2#_2# f#ie5a#_5a# m#o6b#t6b#_6b# N#o1#j1#_1# l#a2#N2#_2# d#i6a#J6a#_6a# k#M1#_1# k#u4#_4# k#uo3#_3# h#ie6b#p6b#_6b# d#M5b#k5b#_5b# b#7_X1#j1#_1# z#72#_2# G#O6a#j6a#_6a# l#a2#_2# t#7_X1#n1#_1# a1#n1#_1# t_h#uo6b#k6b#_6b# h#wp6a#ie6a#n6a#_6a# h#ie6b#p6b#_6b# d#M5b#k5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_181.wav	luôn có ý thức tiết kiệm từ tiền bạc công sức thời gian và đặt mục đích hiệu quả lên trên hết	l#uo1#n1#_1# k#O5a#_5a# i5a#_5a# t_h#M5b#k5b#_5b# t#ie5b#t5b#_5b# k#ie6a#m6a#_6a# t#M2#_2# t#ie2#n2#_2# b#a6b#k6b#_6b# k#o1#Nm1#_1# s#M5b#k5b#_5b# t_h#72#j2#_2# z#a1#n1#_1# v#a2#_2# d#a_X6b#t6b#_6b# m#u6b#kp6b#_6b# d#i5b#k5b#_5b# h#ie6a#w6a#_6a# k#wp3#a3#_3# l#e1#n1#_1# ts#e1#n1#_1# h#e5b#t5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_182.wav	nội dung hồ sơ được công nhận là đủ tiêu chuẩn giáo sư phó giáo sư gồm những cấu phần chủ yếu sau	n#o6a#j6a#_6a# z#u1#Nm1#_1# h#o2#_2# s#71#_1# d#M76b#k6b#_6b# k#o1#Nm1#_1# J#7_X6a#n6a#_6a# l#a2#_2# d#u3#_3# t#ie1#w1#_1# ts#wp3#7_X3#n3#_3# z#a5a#w5a#_5a# s#M1#_1# f#O5a#_5a# z#a5a#w5a#_5a# s#M1#_1# G#o2#m2#_2# J#M4#N4#_4# k#7_X5a#w5a#_5a# f#7_X2#n2#_2# ts#u3#_3# ie5a#w5a#_5a# s#a_X1#w1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_183.wav	chúng tôi chấp nhận thua nhưng cách điều khiển của trọng tài quốc dũng trong trận đấu này là không thể chấp nhận được	ts#u5a#Nm5a#_5a# t#o1#j1#_1# ts#7_X5b#p5b#_5b# J#7_X6a#n6a#_6a# t_h#uo1#_1# J#M1#N1#_1# k#E_X5b#k5b#_5b# d#ie2#w2#_2# x#ie3#n3#_3# k#uo3#_3# ts#O_X6a#Nm6a#_6a# t#a2#j2#_2# k#uo5b#k5b#_5b# z#u4#Nm4#_4# ts#O_X1#Nm1#_1# ts#7_X6a#n6a#_6a# d#7_X5a#w5a#_5a# n#a_X2#j2#_2# l#a2#_2# x#o1#Nm1#_1# t_h#e3#_3# ts#7_X5b#p5b#_5b# J#7_X6a#n6a#_6a# d#M76b#k6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_184.wav	ngành quản trị kinh doanh bùi mạnh tưởng thái hồng sơn hồ thị kim chi	N#E_X2#J2#_2# k#wp3#a3#n3#_3# ts#i6a#_6a# k#i1#J1#_1# z#wp1#E_X1#J1#_1# b#u2#j2#_2# m#E_X6a#J6a#_6a# t#M73#N3#_3# t_h#a5a#j5a#_5a# h#o2#Nm2#_2# s#71#n1#_1# h#o2#_2# t_h#i6a#_6a# k#i1#m1#_1# ts#i1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_185.wav	câu chuyện lạm dụng xe công không mới nhưng lạm dụng như ở vĩnh phúc quả là quá coi thường dư luận	k#7_X1#w1#_1# ts#wp6a#ie6a#n6a#_6a# l#a6a#m6a#_6a# z#u6a#Nm6a#_6a# s#E1#_1# k#o1#Nm1#_1# x#o1#Nm1#_1# m#75a#j5a#_5a# J#M1#N1#_1# l#a6a#m6a#_6a# z#u6a#Nm6a#_6a# J#M1#_1# 73#_3# v#i4#J4#_4# f#u5b#kp5b#_5b# k#wp3#a3#_3# l#a2#_2# k#wp5a#a5a#_5a# k#O1#j1#_1# t_h#M72#N2#_2# z#M1#_1# l#wp6a#7_X6a#n6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_186.wav	ông chỉ còn biết mỉm cười lắc đầu và ngồi im không dám động đậy	o1#Nm1#_1# ts#i3#_3# k#O2#n2#_2# b#ie5b#t5b#_5b# m#i3#m3#_3# k#M72#j2#_2# l#a_X5b#k5b#_5b# d#7_X2#w2#_2# v#a2#_2# N#o2#j2#_2# i1#m1#_1# x#o1#Nm1#_1# z#a5a#m5a#_5a# d#o6a#Nm6a#_6a# d#7_X6a#j6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_187.wav	nếu nói các doanh nghiệp bán lẻ vừa kể mạnh chưa thì phải khẳng định là chưa	n#e5a#w5a#_5a# n#O5a#j5a#_5a# k#a5b#k5b#_5b# z#wp1#E_X1#J1#_1# N#ie6b#p6b#_6b# b#a5a#n5a#_5a# l#E3#_3# v#M72#_2# k#e3#_3# m#E_X6a#J6a#_6a# ts#M71#_1# t_h#i2#_2# f#a3#j3#_3# x#a_X3#N3#_3# d#i6a#J6a#_6a# l#a2#_2# ts#M71#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_188.wav	hôm đầu tiên sống trong căn nhà mới đứa con reo mẹ ơi ngôi nhà mới này không bị mưa dột	h#o1#m1#_1# d#7_X2#w2#_2# t#ie1#n1#_1# s#o5a#Nm5a#_5a# ts#O_X1#Nm1#_1# k#a_X1#n1#_1# J#a2#_2# m#75a#j5a#_5a# d#M75a#_5a# k#O1#n1#_1# z#E1#w1#_1# m#E6a#_6a# 71#j1#_1# N#o1#j1#_1# J#a2#_2# m#75a#j5a#_5a# n#a_X2#j2#_2# x#o1#Nm1#_1# b#i6a#_6a# m#M71#_1# z#o6b#t6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK36/VIVOSSPK36_189.wav	mức thu này thống nhất ở tất cả các cấp học từ tiểu học đến đại học cao đẳng trung học chuyên nghiệp	m#M5b#k5b#_5b# t_h#u1#_1# n#a_X2#j2#_2# t_h#o5a#Nm5a#_5a# J#7_X5b#t5b#_5b# 73#_3# t#7_X5b#t5b#_5b# k#a3#_3# k#a5b#k5b#_5b# k#7_X5b#p5b#_5b# h#O_X6b#kp6b#_6b# t#M2#_2# t#ie3#w3#_3# h#O_X6b#kp6b#_6b# d#e5a#n5a#_5a# d#a6a#j6a#_6a# h#O_X6b#kp6b#_6b# k#a1#w1#_1# d#a_X3#N3#_3# ts#u1#Nm1#_1# h#O_X6b#kp6b#_6b# ts#wp1#ie1#n1#_1# N#ie6b#p6b#_6b#
